,Unnamed: 0,timestamp,pixel_count,dt
356,356,2022-10-29 19:01:00,23,1667095260
357,357,2022-10-29 19:16:00,23,1667096160
358,358,2022-10-29 19:31:00,23,1667097060
359,359,2022-10-29 19:46:00,23,1667097960
360,360,2022-10-29 20:01:00,25,1667098860
361,361,2022-10-29 20:16:00,29,1667099760
362,362,2022-10-29 20:31:00,29,1667100660
363,363,2022-10-29 20:46:00,29,1667101560
364,364,2022-10-29 21:01:00,27,1667102460
365,365,2022-10-29 21:16:00,27,1667103360
366,366,2022-10-29 21:31:00,27,1667104260
367,367,2022-10-29 21:46:00,27,1667105160
368,368,2022-10-29 22:01:00,29,1667106060
369,369,2022-10-29 22:16:00,37,1667106960
370,370,2022-10-29 22:31:00,37,1667107860
371,371,2022-10-29 22:46:00,37,1667108760
372,372,2022-10-29 23:01:00,37,1667109660
373,373,2022-10-29 23:16:00,44,1667110560
374,374,2022-10-29 23:31:00,44,1667111460
375,375,2022-10-29 23:46:00,44,1667112360
376,376,2022-10-30 00:01:00,44,1667113260
377,377,2022-10-30 00:16:00,32,1667114160
378,378,2022-10-30 00:31:00,40,1667115060
379,379,2022-10-30 00:46:00,40,1667115960
380,380,2022-10-30 01:01:00,35,1667116860
381,381,2022-10-30 01:16:00,35,1667117760
382,382,2022-10-30 01:31:00,32,1667118660
383,383,2022-10-30 01:46:00,32,1667119560
384,384,2022-10-30 02:01:00,34,1667120460
385,385,2022-10-30 02:16:00,34,1667121360
386,386,2022-10-30 02:31:00,34,1667122260
387,387,2022-10-30 02:46:00,21,1667123160
388,388,2022-10-30 03:01:00,21,1667124060
389,389,2022-10-30 03:16:00,21,1667124960
390,390,2022-10-30 03:31:00,14,1667125860
391,391,2022-10-30 03:46:00,14,1667126760
392,392,2022-10-30 04:01:00,14,1667127660
393,393,2022-10-30 04:16:00,14,1667128560
394,394,2022-10-30 04:31:00,20,1667129460
395,395,2022-10-30 04:46:00,20,1667130360
396,396,2022-10-30 05:01:00,11,1667131260
397,397,2022-10-30 05:16:00,12,1667132160
398,398,2022-10-30 05:31:00,12,1667133060
399,399,2022-10-30 05:46:00,12,1667133960
400,400,2022-10-30 06:01:00,17,1667134860
401,401,2022-10-30 06:16:00,17,1667135760
402,402,2022-10-30 06:31:00,6,1667136660
403,403,2022-10-30 06:46:00,9,1667137560
404,404,2022-10-30 07:01:00,9,1667138460
405,405,2022-10-30 07:16:00,9,1667139360
406,406,2022-10-30 07:31:00,17,1667140260
407,407,2022-10-30 07:46:00,30,1667141160
408,408,2022-10-30 08:01:00,30,1667142060
409,409,2022-10-30 08:16:00,28,1667142960
410,410,2022-10-30 08:31:00,28,1667143860
411,411,2022-10-30 08:46:00,28,1667144760
412,412,2022-10-30 09:01:00,28,1667145660
413,413,2022-10-30 09:16:00,31,1667146560
